transaction_id,customer_id,timestamp,amount,merchant,category,location_lat,location_lon,card_present,is_fraud,fraud_score,status
TX-100787,CUST-10151,2026-05-20T23:33:11.658683,14.81,Spotify,Entertainment,37.70954,-122.32159,1,0,0.0875,Approved
TX-100788,CUST-10109,2026-04-15T18:47:20.658683,17.5,Amazon,Retail,37.66466,-122.38715,1,0,0.0529,Approved
TX-100789,CUST-10609,2026-05-22T12:18:56.658683,75.57,Target,Retail,37.88354,-122.37715,1,0,0.094,Approved
TX-100790,CUST-10994,2026-05-25T03:32:29.658683,160.51,WasteManagement,Utilities,37.70755,-122.35787,0,0,0.1689,Approved
TX-100791,CUST-10712,2026-04-17T10:58:40.658683,24.06,BestBuy,Retail,37.82415,-122.53936,1,0,0.0885,Approved
TX-100792,CUST-10303,2026-06-15T10:37:00.658683,56.7,PG&E,Utilities,37.69847,-122.28071,0,0,0.0249,Approved
TX-100793,CUST-10317,2026-04-21T17:07:22.658683,216.0,Uber,Travel,37.70324,-122.39597,0,0,0.0451,Approved
TX-100794,CUST-10593,2026-06-10T20:12:25.658683,495.73,Marriott,Travel,37.74055,-122.43658,0,0,0.0989,Approved
TX-100795,CUST-10666,2026-05-21T05:23:44.658683,53.42,Walmart,Retail,37.64392,-122.586,1,0,0.0886,Approved
TX-100796,CUST-10669,2026-05-08T12:18:51.658683,69.25,BestBuy,Retail,37.85997,-122.35468,1,0,0.0302,Approved
TX-100797,CUST-10861,2026-04-18T03:30:25.658683,22.82,Walmart,Retail,37.78531,-122.57188,1,0,0.1662,Approved
TX-100798,CUST-10572,2026-05-06T22:57:43.658683,35.16,UberEats,Food,37.66273,-122.48366,1,0,0.0759,Approved
TX-100799,CUST-10203,2026-04-10T20:35:52.658683,65.94,HomeDepot,Retail,37.85297,-122.56525,1,0,0.0401,Approved
TX-100800,CUST-10110,2026-04-18T06:37:54.658683,1770.14,Chase Transfer,Financial,37.70247,-122.26801,1,1,0.7783,Declined
TX-100801,CUST-10373,2026-05-08T10:52:56.658683,171.99,Comcast,Utilities,37.61308,-122.29363,0,0,0.0751,Approved
TX-100802,CUST-10322,2026-04-12T19:46:01.658683,23.47,Amazon,Retail,37.8174,-122.52996,1,0,0.0173,Approved
TX-100803,CUST-10236,2026-06-09T16:35:53.658683,25.33,AMC,Entertainment,37.80198,-122.56132,1,0,0.0217,Approved
TX-100804,CUST-10733,2026-03-31T12:04:56.658683,244.44,PG&E,Utilities,37.65238,-122.43996,0,0,0.0582,Approved
TX-100805,CUST-10759,2026-04-04T19:04:35.658683,35.34,Netflix,Entertainment,37.65575,-122.44885,1,0,0.0797,Approved
TX-100806,CUST-10299,2026-04-01T15:37:55.658683,70.09,Target,Retail,37.7547,-122.38424,0,0,0.0661,Approved
TX-100807,CUST-10559,2026-06-15T17:20:08.658683,260.56,Delta Air Lines,Travel,37.8626,-122.28327,0,0,0.026,Approved
TX-100808,CUST-10108,2026-06-18T16:33:55.658683,14.1,Subway,Food,37.70559,-122.34669,1,0,0.0872,Approved
TX-100809,CUST-10451,2026-05-27T00:50:10.658683,5.0,BestBuy,Retail,37.77271,-122.51884,1,0,0.0317,Approved
TX-100810,CUST-10041,2026-06-10T21:23:45.658683,106.35,WasteManagement,Utilities,37.89617,-122.26485,0,0,0.0255,Approved
TX-100811,CUST-10519,2026-04-19T23:50:15.658683,47.64,Spotify,Entertainment,37.66496,-122.53198,1,0,0.0769,Approved
TX-100812,CUST-10078,2026-04-08T14:14:29.658683,5.33,Netflix,Entertainment,37.86831,-122.53194,1,0,0.0458,Approved
TX-100813,CUST-10525,2026-06-01T19:20:10.658683,65.41,Target,Retail,37.74849,-122.52312,0,0,0.0916,Approved
TX-100814,CUST-10999,2026-06-17T23:46:12.658683,57.21,StateFarm,Utilities,37.70475,-122.37539,0,0,0.0629,Approved
TX-100815,CUST-10230,2026-04-06T00:40:27.658683,28.93,UberEats,Food,37.68834,-122.43367,1,0,0.0735,Approved
TX-100816,CUST-10918,2026-04-05T21:04:24.658683,24.37,Ticketmaster,Entertainment,37.73843,-122.35091,1,0,0.0388,Approved
TX-100817,CUST-10260,2026-05-10T02:10:40.658683,14.73,HomeDepot,Retail,37.7505,-122.46898,1,0,0.1613,Approved
TX-100818,CUST-10180,2026-06-01T11:44:16.658683,3.41,Target,Retail,37.7904,-122.432,1,0,0.0192,Approved
TX-100819,CUST-10199,2026-06-02T04:38:51.658683,12.21,Netflix,Entertainment,37.84442,-122.37377,1,0,0.1794,Approved
TX-100820,CUST-10453,2026-04-25T13:25:15.658683,166.02,Comcast,Utilities,37.83426,-122.28997,0,0,0.0331,Approved
TX-100821,CUST-10277,2026-03-27T23:23:55.658683,353.74,Uber,Travel,37.84583,-122.37768,0,0,0.0349,Approved
TX-100822,CUST-10626,2026-04-14T08:49:48.658683,12.14,Steam,Entertainment,37.87613,-122.45704,1,0,0.0702,Approved
TX-100823,CUST-10186,2026-04-11T12:04:15.658683,14.69,Walmart,Retail,37.85471,-122.37328,1,0,0.0185,Approved
TX-100824,CUST-10943,2026-06-12T03:20:13.658683,108.77,Airbnb,Travel,37.84191,-122.31731,0,0,0.1581,Approved
TX-100825,CUST-10408,2026-04-09T17:39:56.658683,65.1,Amazon,Retail,37.78144,-122.32292,1,0,0.0927,Approved
TX-100826,CUST-10154,2026-04-02T21:33:56.658683,6.68,Starbucks,Food,37.93123,-122.47663,0,0,0.0591,Approved
TX-100827,CUST-10323,2026-05-05T00:35:20.658683,12.65,AMC,Entertainment,37.75687,-122.40262,1,0,0.0812,Approved
TX-100828,CUST-10661,2026-06-05T03:24:01.658683,315.73,Expedia,Travel,37.72303,-122.30731,0,0,0.1576,Approved
TX-100829,CUST-10679,2026-03-29T14:24:49.658683,17.05,HomeDepot,Retail,37.72292,-122.48946,1,0,0.0107,Approved
TX-100830,CUST-10670,2026-03-31T04:57:30.658683,11.28,Starbucks,Food,37.91561,-122.39047,1,0,0.2319,Approved
TX-100831,CUST-10085,2026-04-05T03:13:07.658683,17.06,Walmart,Retail,37.9046,-122.32334,1,0,0.2011,Approved
TX-100832,CUST-10933,2026-05-18T05:43:57.658683,149.9,Verizon,Utilities,37.71547,-122.45892,0,0,0.0401,Approved
TX-100833,CUST-10915,2026-04-06T15:02:34.658683,6.85,HomeDepot,Retail,37.71345,-122.36831,1,0,0.0989,Approved
TX-100834,CUST-10768,2026-03-31T02:33:36.658683,19.25,Amazon,Retail,37.75971,-122.30603,1,0,0.1998,Approved
TX-100835,CUST-10653,2026-06-15T17:49:40.658683,21.07,McDonalds,Food,37.8401,-122.45288,1,0,0.0946,Approved
TX-100836,CUST-10408,2026-05-23T19:38:24.658683,63.58,Netflix,Entertainment,37.76045,-122.33398,1,0,0.018,Approved
TX-100837,CUST-10625,2026-06-13T11:39:47.658683,13.25,BestBuy,Retail,37.69452,-122.32287,1,0,0.0064,Approved
TX-100838,CUST-10291,2026-05-17T14:45:07.658683,23.72,Target,Retail,37.75319,-122.27679,0,0,0.0511,Approved
TX-100839,CUST-10901,2026-04-04T17:10:02.658683,28.53,Starbucks,Food,37.68952,-122.4637,1,0,0.0594,Approved
TX-100840,CUST-10627,2026-04-05T08:17:02.658683,2.33,HomeDepot,Retail,37.70774,-122.44243,1,0,0.002,Approved
TX-100841,CUST-10224,2026-05-05T18:17:38.658683,418.52,Marriott,Travel,57.92768,-44.82334,1,1,0.8248,Flagged
TX-100842,CUST-10552,2026-05-04T10:09:25.658683,6.9,HomeDepot,Retail,37.75049,-122.58518,1,0,0.081,Approved
TX-100843,CUST-10276,2026-06-22T06:29:58.658683,83.15,HomeDepot,Retail,37.85564,-122.29956,1,0,0.0162,Approved
TX-100844,CUST-10427,2026-04-12T13:36:16.658683,61.93,WasteManagement,Utilities,37.66027,-122.34602,0,0,0.0398,Approved
TX-100845,CUST-10714,2026-06-08T09:36:59.658683,521.92,Marriott,Travel,37.77049,-122.34547,0,0,0.3993,Approved
TX-100846,CUST-10211,2026-05-25T03:22:41.658683,90.77,WasteManagement,Utilities,37.81089,-122.50358,0,0,0.2315,Approved
TX-100847,CUST-10417,2026-05-15T01:36:36.658683,158.47,Comcast,Utilities,37.85756,-122.55144,0,0,0.2311,Approved
TX-100848,CUST-10847,2026-05-04T13:55:52.658683,19.44,Spotify,Entertainment,37.87156,-122.41635,1,0,0.0965,Approved
TX-100849,CUST-10111,2026-04-14T09:46:29.658683,24.62,Amazon,Retail,37.79658,-122.37423,1,0,0.0717,Approved
TX-100850,CUST-10156,2026-06-17T10:00:03.658683,3.74,HomeDepot,Retail,37.91377,-122.49656,0,0,0.0737,Approved
TX-100851,CUST-10745,2026-05-12T06:31:49.658683,190.06,WasteManagement,Utilities,37.82459,-122.49787,0,0,0.0406,Approved
TX-100852,CUST-10917,2026-04-05T04:38:30.658683,285.12,Marriott,Travel,37.64013,-122.42362,0,0,0.2082,Approved
TX-100853,CUST-10006,2026-05-16T17:11:46.658683,29.85,Subway,Food,37.75322,-122.47913,1,0,0.0467,Approved
TX-100854,CUST-10455,2026-05-10T16:43:12.658683,7.74,Chase Transfer,Financial,37.83984,-122.53268,0,0,0.0593,Approved
TX-100855,CUST-10593,2026-05-18T12:00:14.658683,196.88,PG&E,Utilities,37.7213,-122.41799,0,0,0.0017,Approved
TX-100856,CUST-10733,2026-06-03T01:56:36.658683,129.85,PG&E,Utilities,37.65529,-122.40455,0,0,0.1884,Approved
TX-100857,CUST-10174,2026-05-21T18:35:48.658683,25.29,UberEats,Food,37.68637,-122.52007,1,0,0.0566,Approved
TX-100858,CUST-10975,2026-04-17T16:10:13.658683,22.8,Target,Retail,37.92175,-122.39588,1,0,0.0444,Approved
TX-100859,CUST-10305,2026-06-18T15:08:18.658683,78.54,WasteManagement,Utilities,37.86727,-122.53323,0,0,0.0617,Approved
TX-100860,CUST-10433,2026-04-02T01:58:35.658683,5.15,UberEats,Food,37.72683,-122.29766,1,0,0.2282,Approved
TX-100861,CUST-10468,2026-04-20T17:19:28.658683,17.1,BestBuy,Retail,37.72211,-122.55931,1,0,0.0276,Approved
TX-100862,CUST-10976,2026-06-12T20:05:46.658683,38.56,Subway,Food,37.62561,-122.29562,1,0,0.0519,Approved
TX-100863,CUST-10645,2026-06-06T03:31:56.658683,16.53,BestBuy,Retail,37.84636,-122.37925,0,0,0.2276,Approved
TX-100864,CUST-10546,2026-04-26T15:45:39.658683,869.2,Marriott,Travel,58.00561,-43.81009,1,1,1.0,Flagged
TX-100865,CUST-10908,2026-05-04T15:50:49.658683,22.5,Venmo,Financial,37.68993,-122.45163,0,0,0.029,Approved
TX-100866,CUST-10616,2026-06-16T12:22:25.658683,121.71,Comcast,Utilities,37.85033,-122.3948,0,0,0.0104,Approved
TX-100867,CUST-10226,2026-05-21T14:50:27.658683,7.02,HomeDepot,Retail,37.73511,-122.40027,0,0,0.0305,Approved
TX-100868,CUST-10834,2026-05-26T01:22:34.658683,9.24,McDonalds,Food,37.90186,-122.32408,1,0,0.1848,Approved
TX-100869,CUST-10886,2026-06-24T19:48:21.658683,75.02,Walmart,Retail,37.76221,-122.42043,1,0,0.0213,Approved
TX-100870,CUST-10695,2026-06-08T17:44:19.658683,13.68,BestBuy,Retail,37.73084,-122.35634,1,0,0.0356,Approved
TX-100871,CUST-10208,2026-05-03T14:03:16.658683,9.89,Target,Retail,37.85835,-122.35196,1,0,0.0438,Approved
TX-100872,CUST-10554,2026-05-07T21:57:29.658683,41.49,UberEats,Food,37.88142,-122.30552,1,0,0.0654,Approved
TX-100873,CUST-10543,2026-06-20T05:39:53.658683,475.06,Marriott,Travel,37.84898,-122.32905,0,0,0.0428,Approved
TX-100874,CUST-10909,2026-04-18T09:26:17.658683,29.06,Starbucks,Food,37.85726,-122.44364,1,0,0.0938,Approved
TX-100875,CUST-10402,2026-05-06T22:31:52.658683,287.11,Airbnb,Travel,37.77473,-122.51291,0,0,0.0301,Approved
TX-100876,CUST-10039,2026-04-07T07:34:21.658683,33.47,Walmart,Retail,37.75483,-122.28306,1,0,0.0137,Approved
TX-100877,CUST-10954,2026-04-13T20:38:38.658683,265.89,Uber,Travel,37.68919,-122.36917,0,0,0.0215,Approved
TX-100878,CUST-10650,2026-05-08T15:37:45.658683,17.14,UberEats,Food,37.72118,-122.25432,1,0,0.0289,Approved
TX-100879,CUST-10804,2026-04-17T14:35:23.658683,8.27,HomeDepot,Retail,37.69706,-122.33288,1,0,0.0232,Approved
TX-100880,CUST-10230,2026-06-15T14:23:55.658683,8.57,BestBuy,Retail,37.69159,-122.43396,1,0,0.0102,Approved
TX-100881,CUST-10718,2026-04-01T10:39:41.658683,1081.0,ATM Cash Out,Financial,37.61633,-122.37356,0,1,0.7,Declined
TX-100882,CUST-10797,2026-05-27T11:03:14.658683,235.35,Uber,Travel,37.62815,-122.34137,0,0,0.0643,Approved
TX-100883,CUST-10749,2026-05-19T22:10:52.658683,4.75,Target,Retail,37.91077,-122.50536,1,0,0.0584,Approved
TX-100884,CUST-10312,2026-04-09T13:25:55.658683,42.23,Target,Retail,37.80731,-122.31602,1,0,0.0328,Approved
TX-100885,CUST-10377,2026-04-02T10:26:14.658683,19.53,Dominos,Food,37.71953,-122.32409,0,0,0.0599,Approved
TX-100886,CUST-10264,2026-04-22T02:43:38.658683,278.31,Airbnb,Travel,37.90873,-122.2896,0,0,0.1641,Approved
TX-100887,CUST-10448,2026-04-06T20:38:04.658683,166.12,Verizon,Utilities,37.77455,-122.49719,0,0,0.0702,Approved
TX-100888,CUST-10584,2026-04-24T01:39:24.658683,215.68,Airbnb,Travel,37.78303,-122.37055,0,0,0.2011,Approved
TX-100889,CUST-10031,2026-05-17T09:59:01.658683,8.97,Amazon,Retail,37.83567,-122.4628,1,0,0.024,Approved
TX-100890,CUST-10659,2026-04-13T15:56:38.658683,12.0,Subway,Food,37.84507,-122.48163,1,0,0.0914,Approved
TX-100891,CUST-10069,2026-05-12T13:38:00.658683,50.4,Walmart,Retail,37.86253,-122.27296,1,0,0.0184,Approved
TX-100892,CUST-10700,2026-04-07T20:09:03.658683,46.33,Walmart,Retail,37.73441,-122.43585,1,0,0.0927,Approved
TX-100893,CUST-10746,2026-03-31T19:51:19.658683,14.65,HomeDepot,Retail,37.82168,-122.40676,1,0,0.0478,Approved
TX-100894,CUST-10299,2026-05-14T04:25:08.658683,29.57,BestBuy,Retail,37.76785,-122.38015,1,0,0.2092,Approved
TX-100895,CUST-10407,2026-04-26T02:36:21.658683,15.28,Starbucks,Food,37.62229,-122.28854,0,0,0.1876,Approved
TX-100896,CUST-10812,2026-04-01T02:02:37.658683,444.75,Airbnb,Travel,37.748,-122.39085,0,0,0.1612,Approved
TX-100897,CUST-10545,2026-05-12T13:06:04.658683,32.35,UberEats,Food,37.71482,-122.30792,1,0,0.034,Approved
TX-100898,CUST-10097,2026-05-23T16:30:44.658683,2.33,AMC,Entertainment,37.8079,-122.42896,1,0,0.017,Approved
TX-100899,CUST-10301,2026-06-10T08:40:05.658683,4.23,HomeDepot,Retail,37.74206,-122.32561,1,0,0.0615,Approved
TX-100900,CUST-10468,2026-04-12T13:05:34.658683,18.14,Dominos,Food,37.72105,-122.53509,0,0,0.071,Approved
TX-100901,CUST-10356,2026-05-16T07:05:50.658683,2.67,Spotify,Entertainment,37.81071,-122.53251,1,0,0.0143,Approved
TX-100902,CUST-10451,2026-06-05T22:59:34.658683,7.01,Ticketmaster,Entertainment,37.76187,-122.49954,1,0,0.0631,Approved
TX-100903,CUST-10075,2026-05-17T07:34:20.658683,140.37,Verizon,Utilities,37.72111,-122.2533,0,0,0.0082,Approved
TX-100904,CUST-10014,2026-05-17T08:16:55.658683,212.18,WasteManagement,Utilities,37.76564,-122.52408,0,0,0.079,Approved
TX-100905,CUST-10813,2026-05-14T03:53:47.658683,246.41,StateFarm,Utilities,37.64212,-122.4824,0,0,0.1605,Approved
TX-100906,CUST-10186,2026-04-16T08:29:24.658683,44.52,Netflix,Entertainment,37.85572,-122.36523,1,0,0.0536,Approved
TX-100907,CUST-10793,2026-05-25T04:10:20.658683,12.46,Walmart,Retail,37.69363,-122.49332,1,0,0.2416,Approved
TX-100908,CUST-10590,2026-06-06T14:44:45.658683,9.51,Amazon,Retail,37.90167,-122.37436,1,0,0.0573,Approved
TX-100909,CUST-10866,2026-05-09T04:57:12.658683,13.94,Amazon,Retail,37.70146,-122.50592,1,0,0.1925,Approved
TX-100910,CUST-10433,2026-06-14T21:19:57.658683,25.18,McDonalds,Food,37.74414,-122.286,1,0,0.0751,Approved
TX-100911,CUST-10772,2026-06-09T14:46:48.658683,9.8,Netflix,Entertainment,37.73983,-122.3619,1,0,0.0395,Approved
TX-100912,CUST-10764,2026-05-21T20:45:25.658683,26.46,Netflix,Entertainment,37.91775,-122.47747,1,0,0.0959,Approved
TX-100913,CUST-10545,2026-05-12T00:33:53.658683,15.17,HomeDepot,Retail,37.69119,-122.33638,1,0,0.0724,Approved
TX-100914,CUST-10043,2026-04-27T19:50:47.658683,6.71,Subway,Food,37.83416,-122.32634,1,0,0.0328,Approved
TX-100915,CUST-10900,2026-06-04T08:33:29.658683,16.32,Walmart,Retail,37.76056,-122.51367,1,0,0.0795,Approved
TX-100916,CUST-10543,2026-06-08T12:30:16.658683,445.1,Marriott,Travel,37.88418,-122.33042,0,0,0.051,Approved
TX-100917,CUST-10613,2026-04-16T06:18:47.658683,103.56,Uber,Travel,37.75382,-122.49098,0,0,0.0334,Approved
TX-100918,CUST-10329,2026-04-04T17:51:58.658683,38.06,Coinbase,Financial,37.80863,-122.51866,0,0,0.0246,Approved
TX-100919,CUST-10666,2026-06-14T15:02:17.658683,5.77,BestBuy,Retail,37.64334,-122.57372,1,0,0.079,Approved
TX-100920,CUST-10118,2026-04-19T20:47:38.658683,52.71,Target,Retail,37.84477,-122.44691,1,0,0.0508,Approved
TX-100921,CUST-10245,2026-05-10T08:04:42.658683,2107.9,Chase Transfer,Financial,37.6397,-122.3298,0,1,0.7343,Declined
TX-100922,CUST-10255,2026-04-03T22:53:48.658683,58.24,HomeDepot,Retail,37.77146,-122.53078,1,0,0.0412,Approved
TX-100923,CUST-10035,2026-06-02T14:27:42.658683,90.95,WasteManagement,Utilities,37.83967,-122.56236,0,0,0.0535,Approved
TX-100924,CUST-10837,2026-05-05T17:45:57.658683,12.56,UberEats,Food,37.88261,-122.45335,1,0,0.056,Approved
TX-100925,CUST-10001,2026-03-27T18:37:03.658683,2.57,Walmart,Retail,37.85499,-122.37459,1,0,0.0857,Approved
TX-100926,CUST-10893,2026-05-31T15:32:32.658683,9.82,Target,Retail,37.88441,-122.49172,1,0,0.0317,Approved
TX-100927,CUST-10216,2026-05-05T22:48:53.658683,102.03,WasteManagement,Utilities,37.6541,-122.43263,0,0,0.0756,Approved
TX-100928,CUST-10939,2026-05-26T19:38:56.658683,26.46,Subway,Food,37.74804,-122.57043,0,0,0.0858,Approved
TX-100929,CUST-10961,2026-06-09T06:31:40.658683,33.28,Dominos,Food,37.94098,-122.4137,1,0,0.0831,Approved
TX-100930,CUST-10785,2026-04-09T03:44:33.658683,5.75,BestBuy,Retail,37.73228,-122.57856,1,0,0.2142,Approved
TX-100931,CUST-10435,2026-04-07T14:32:15.658683,214.15,WasteManagement,Utilities,37.66887,-122.32035,0,0,0.0776,Approved
TX-100932,CUST-10784,2026-04-25T14:11:54.658683,230.23,PG&E,Utilities,37.89702,-122.43044,0,0,0.0507,Approved
TX-100933,CUST-10210,2026-05-29T06:22:37.658683,21.19,Dominos,Food,37.85701,-122.40366,0,0,0.0761,Approved
TX-100934,CUST-10460,2026-04-05T03:03:35.658683,6.71,Target,Retail,37.70825,-122.52755,1,0,0.2442,Approved
TX-100935,CUST-10357,2026-03-29T05:22:57.658683,9.95,BestBuy,Retail,37.84391,-122.54286,1,0,0.0167,Approved
TX-100936,CUST-10040,2026-05-29T14:05:17.658683,67.0,Comcast,Utilities,37.7651,-122.35584,0,0,0.0035,Approved
TX-100937,CUST-10668,2026-04-08T23:28:06.658683,924.51,Chase Transfer,Financial,37.751,-122.42749,1,1,0.7,Flagged
TX-100938,CUST-10578,2026-05-02T00:22:22.658683,5.13,Target,Retail,37.71622,-122.41023,1,0,0.0621,Approved
TX-100939,CUST-10731,2026-05-27T13:20:53.658683,6.13,Starbucks,Food,37.74448,-122.49667,1,0,0.073,Approved
TX-100940,CUST-10571,2026-04-20T19:18:12.658683,188.73,Marriott,Travel,37.84817,-122.29399,0,0,0.0078,Approved
TX-100941,CUST-10507,2026-04-13T23:38:20.658683,179.14,PG&E,Utilities,37.63201,-122.36141,0,0,0.0214,Approved
TX-100942,CUST-10429,2026-06-15T09:44:23.658683,28.35,HomeDepot,Retail,37.61759,-122.56117,1,0,0.0099,Approved
TX-100943,CUST-10390,2026-03-28T03:18:04.658683,46.26,BestBuy,Retail,37.78853,-122.55224,1,0,0.2434,Approved
TX-100944,CUST-10155,2026-05-23T16:45:32.658683,7.78,Netflix,Entertainment,37.91678,-122.56286,1,0,0.0803,Approved
TX-100945,CUST-10738,2026-04-30T23:06:46.658683,2.28,HomeDepot,Retail,37.64664,-122.46088,0,0,0.0465,Approved
TX-100946,CUST-10619,2026-04-05T06:31:26.658683,5.68,Amazon,Retail,37.85544,-122.48498,1,0,0.0012,Approved
TX-100947,CUST-10817,2026-05-10T18:39:55.658683,325.74,Expedia,Travel,37.88567,-122.51531,0,0,0.016,Approved
TX-100948,CUST-10111,2026-05-20T23:04:57.658683,53.77,BestBuy,Retail,37.82569,-122.38403,1,0,0.0496,Approved
TX-100949,CUST-10190,2026-04-26T16:10:17.658683,24.75,Target,Retail,37.79548,-122.47577,1,0,0.0112,Approved
TX-100950,CUST-10507,2026-05-19T02:18:39.658683,24.94,Walmart,Retail,37.64037,-122.39676,0,0,0.1757,Approved
TX-100951,CUST-10250,2026-06-15T01:51:10.658683,565.34,Uber,Travel,37.73564,-122.52482,0,0,0.4632,Approved
TX-100952,CUST-10369,2026-03-28T11:13:05.658683,6.82,BestBuy,Retail,37.87085,-122.55362,1,0,0.0082,Approved
TX-100953,CUST-10977,2026-05-22T14:37:27.658683,63.46,Netflix,Entertainment,37.90839,-122.29967,1,0,0.0843,Approved
TX-100954,CUST-10904,2026-03-29T04:00:43.658683,15.57,HomeDepot,Retail,37.87095,-122.30208,1,0,0.1594,Approved
TX-100955,CUST-10945,2026-04-03T15:11:52.658683,14.08,BestBuy,Retail,37.86387,-122.38394,1,0,0.0971,Approved
TX-100956,CUST-10693,2026-06-15T06:45:59.658683,20.29,Target,Retail,37.86272,-122.56912,1,0,0.0131,Approved
TX-100957,CUST-10108,2026-04-27T00:13:27.658683,37.22,Starbucks,Food,37.72703,-122.36864,1,0,0.054,Approved
TX-100958,CUST-10414,2026-06-06T02:12:20.658683,6.55,ATM Cash Out,Financial,37.76696,-122.37799,0,0,0.1979,Approved
TX-100959,CUST-10438,2026-05-31T10:57:26.658683,35.49,AMC,Entertainment,37.67363,-122.48826,1,0,0.0059,Approved
TX-100960,CUST-10009,2026-04-26T06:15:51.658683,31.29,UberEats,Food,37.82246,-122.31937,1,0,0.0976,Approved
TX-100961,CUST-10578,2026-05-13T14:44:41.658683,25.11,Amazon,Retail,37.69942,-122.39575,0,0,0.0044,Approved
TX-100962,CUST-10413,2026-06-14T23:07:12.658683,34.21,Subway,Food,37.84169,-122.38149,0,0,0.0128,Approved
TX-100963,CUST-10202,2026-04-23T00:31:55.658683,14.33,Spotify,Entertainment,37.7468,-122.52324,1,0,0.0945,Approved
TX-100964,CUST-10040,2026-04-17T17:18:08.658683,10.92,Starbucks,Food,37.74335,-122.34788,1,0,0.0856,Approved
TX-100965,CUST-10172,2026-04-15T07:44:53.658683,12.99,Walmart,Retail,37.80964,-122.54323,1,0,0.0015,Approved
TX-100966,CUST-10924,2026-06-08T21:26:39.658683,33.74,Walmart,Retail,37.86224,-122.33742,1,0,0.0249,Approved
TX-100967,CUST-10298,2026-05-09T23:55:33.658683,10.81,Ticketmaster,Entertainment,37.7581,-122.53959,1,0,0.0516,Approved
TX-100968,CUST-10585,2026-04-04T17:00:45.658683,22.89,AMC,Entertainment,37.79647,-122.36362,1,0,0.0023,Approved
TX-100969,CUST-10977,2026-05-03T07:15:05.658683,97.02,Comcast,Utilities,37.90837,-122.31142,0,0,0.0686,Approved
TX-100970,CUST-10206,2026-05-31T08:08:12.658683,198.0,WasteManagement,Utilities,37.67792,-122.46596,0,0,0.0618,Approved
TX-100971,CUST-10397,2026-04-25T02:51:41.658683,71.05,Target,Retail,37.87213,-122.42493,0,0,0.241,Approved
TX-100972,CUST-10435,2026-05-03T16:37:48.658683,507.97,Airbnb,Travel,37.6406,-122.31707,0,0,0.3972,Approved
TX-100973,CUST-10527,2026-04-20T03:38:56.658683,8.05,Walmart,Retail,37.69046,-122.55875,0,0,0.1946,Approved
TX-100974,CUST-10951,2026-04-26T21:07:43.658683,2.79,Amazon,Retail,37.7378,-122.55637,1,0,0.033,Approved
TX-100975,CUST-10144,2026-04-10T13:03:20.658683,9.6,Steam,Entertainment,37.76826,-122.53433,1,0,0.0848,Approved
TX-100976,CUST-10012,2026-04-27T10:10:49.658683,24.6,Walmart,Retail,37.82285,-122.45951,1,0,0.0375,Approved
TX-100977,CUST-10588,2026-04-23T11:40:21.658683,10.93,UberEats,Food,37.70985,-122.40507,1,0,0.0054,Approved
TX-100978,CUST-10059,2026-06-20T12:45:59.658683,41.41,UberEats,Food,37.66025,-122.46632,1,0,0.0689,Approved
TX-100979,CUST-10155,2026-05-15T19:30:27.658683,50.23,PG&E,Utilities,37.92198,-122.56694,0,0,0.0961,Approved
TX-100980,CUST-10400,2026-04-29T15:05:44.658683,12.17,HomeDepot,Retail,37.67481,-122.45781,1,0,0.0136,Approved
TX-100981,CUST-10232,2026-05-27T20:03:46.658683,38.84,Steam,Entertainment,37.76089,-122.49832,1,0,0.0931,Approved
TX-100982,CUST-10352,2026-03-27T18:57:50.658683,4.82,Chase Transfer,Financial,37.74771,-122.46442,0,0,0.0772,Approved
TX-100983,CUST-10973,2026-04-06T09:05:43.658683,3.95,Target,Retail,37.85657,-122.47227,1,0,0.0786,Approved
TX-100984,CUST-10997,2026-03-28T17:02:55.658683,34.57,HomeDepot,Retail,37.84637,-122.32394,0,0,0.0061,Approved
TX-100985,CUST-10616,2026-04-21T15:40:33.658683,19.1,Amazon,Retail,37.84292,-122.40568,1,0,0.0522,Approved
TX-100986,CUST-10469,2026-06-05T04:59:59.658683,31.15,Amazon,Retail,37.76054,-122.51008,0,0,0.2068,Approved
TX-100987,CUST-10947,2026-04-30T00:52:30.658683,33.61,Starbucks,Food,37.8469,-122.52112,1,0,0.0012,Approved
TX-100988,CUST-10753,2026-04-17T18:12:13.658683,586.78,Airbnb,Travel,37.71608,-122.2786,0,0,0.3259,Approved
TX-100989,CUST-10390,2026-05-29T13:48:54.658683,44.75,Steam,Entertainment,37.76652,-122.54144,1,0,0.0988,Approved
TX-100990,CUST-10872,2026-06-15T02:14:13.658683,19.64,Dominos,Food,37.77126,-122.47868,1,0,0.2219,Approved
TX-100991,CUST-10817,2026-06-06T00:45:57.658683,43.44,McDonalds,Food,37.86594,-122.5027,0,0,0.0083,Approved
TX-100992,CUST-10419,2026-04-26T19:59:09.658683,43.11,McDonalds,Food,37.82674,-122.5371,1,0,0.0394,Approved
TX-100993,CUST-10003,2026-06-03T06:49:48.658683,43.11,Dominos,Food,37.729,-122.53413,0,0,0.0856,Approved
TX-100994,CUST-10282,2026-06-20T08:18:27.658683,13.2,Brokerage,Financial,37.83412,-122.50226,0,0,0.0442,Approved
TX-100995,CUST-10876,2026-04-24T11:08:00.658683,165.64,WasteManagement,Utilities,37.9236,-122.26531,0,0,0.0639,Approved
